feature_label,linear,mlp
vision_mean_layer_-1,,0.16231313210429874
vision_mean_layer_12,,0.16051684265112995
lm_visual_lasttok_layer_-1,,0.19172090212715434
lm_visual_lasttok_layer_16,,0.15322064227280927
lm_visual_mean_layer_-1,,0.15310527757922215
lm_visual_mean_layer_16,,0.15322064227280927
lm_prompt_lasttok_layer_-1,,0.20173963039594503
lm_prompt_lasttok_layer_16,,0.18125338243014777
lm_prompt_mean_layer_-1,,0.16264708437923844
lm_prompt_mean_layer_16,,0.1715673714876175
lm_answer_lasttok_layer_-1,,0.17278812828645185
lm_answer_lasttok_layer_16,,0.1765940558739859
lm_answer_mean_layer_-1,,0.18818868755627036
lm_answer_mean_layer_16,,0.17586916629873697
answer_gen_entropy_max,,0.1354949971633171
answer_gen_entropy_mean,,0.16198277346631315
answer_gen_entropy_min,,0.15610528730634432
answer_gen_entropy_std,,0.14288918161434486
answer_gen_neglogp_mean,,0.10934835326167482
answer_gen_neglogp_std,,0.15235933983790959
answer_gen_negp_max,,0.12709299438999067
answer_gen_negp_mean,,0.16461724032324257
answer_gen_negp_min,,0.15667355996162738
answer_gen_negp_std,,0.12999211687279577
