feature_label,linear,mlp
vision_mean_layer_-1,0.20823239075826175,0.15247576250069178
vision_mean_layer_12,0.20843360659791463,0.1525512503080107
lm_visual_lasttok_layer_-1,0.28511764634752745,0.15288796142410876
lm_visual_lasttok_layer_16,0.23213326362012632,0.15290217107504755
lm_visual_mean_layer_-1,0.28511764634752745,0.15288796142410876
lm_visual_mean_layer_16,0.23213326362012632,0.15290217107504755
lm_prompt_lasttok_layer_-1,0.2117668359841577,0.11085154149885201
lm_prompt_lasttok_layer_16,0.22046216700726481,0.11160112525804422
lm_prompt_mean_layer_-1,0.2773652583953753,0.1523666656803136
lm_prompt_mean_layer_16,0.28703015658689374,0.1526422997463995
lm_answer_lasttok_layer_-1,0.19797397827664714,0.11376829294126425
lm_answer_lasttok_layer_16,0.20414760195608458,0.12215671334693681
lm_answer_mean_layer_-1,0.20584258191398722,0.10845461341538536
lm_answer_mean_layer_16,0.1930075909404909,0.10222046440328235
answer_gen_entropy_max,0.10428677641633731,0.10161824351667764
answer_gen_entropy_mean,0.10518255300671603,0.10213962182847422
answer_gen_entropy_min,0.14330126794787187,0.14268065692476967
answer_gen_entropy_std,0.11642745800724077,0.11106297390452072
answer_gen_neglogp_mean,0.09947651454724779,0.09773891490712688
answer_gen_neglogp_mean + answer_gen_entropy_mean,0.09931906283050035,
answer_gen_neglogp_std,0.10847823365003019,0.10545393464836611
answer_gen_negp_max,0.095713463331114,0.09561003480681139
answer_gen_negp_max + lm_answer_lasttok_layer_-1,0.1982853266489298,0.11039867454129665
answer_gen_negp_mean,0.10072685031785597,0.1005945224148124
answer_gen_negp_min,0.14584695972613435,0.1454443628700515
answer_gen_negp_std,0.11518544120278525,0.11368181893778084
