feature_label,linear,mlp
vision_mean_layer_-1,,0.19272788418522963
vision_mean_layer_12,,0.19216704051545325
lm_visual_lasttok_layer_-1,,0.19208344188353693
lm_visual_lasttok_layer_16,,0.19220693700068386
lm_visual_mean_layer_-1,,0.19208344188353693
lm_visual_mean_layer_16,,0.19220693700068386
lm_prompt_lasttok_layer_16,,0.17582066098214888
lm_prompt_mean_layer_-1,,0.1928835094820523
lm_prompt_mean_layer_16,,0.1925717462250527
lm_answer_lasttok_layer_-1,,0.2193527597643382
lm_answer_lasttok_layer_16,,0.1982369802310957
lm_answer_mean_layer_-1,,0.23527505306910115
lm_answer_mean_layer_16,,0.19679154645889363
answer_gen_entropy_max,,0.17092574704834756
answer_gen_entropy_mean,,0.1665757580640468
answer_gen_entropy_std,,0.15671592369569953
answer_gen_neglogp_mean,,0.17156958860074376
answer_gen_neglogp_std,,0.16410027018992612
answer_gen_negp_max,,0.17585186126595692
answer_gen_negp_mean,,0.17301425802792217
answer_gen_negp_min,,0.20068150806300183
