feature_label,linear,mlp
vision_mean_layer_-1,,0.027221866303020054
vision_mean_layer_12,,0.013150990009307861
lm_visual_lasttok_layer_-1,,0.01956850290298462
lm_visual_lasttok_layer_16,,0.021476805210113525
lm_visual_mean_layer_-1,,0.01956850290298462
lm_visual_mean_layer_16,,0.021476805210113525
lm_prompt_lasttok_layer_16,,0.12214576342370775
lm_prompt_mean_layer_-1,,0.008366763591766357
lm_prompt_mean_layer_16,,0.028020083904266357
lm_answer_lasttok_layer_-1,,0.14860872734586397
lm_answer_lasttok_layer_16,,0.047239855853633744
lm_answer_mean_layer_-1,,0.2095637798441781
lm_answer_mean_layer_16,,0.07716659386952718
answer_gen_entropy_max,,0.11750590575403638
answer_gen_entropy_mean,,0.06762832639614742
answer_gen_entropy_std,,0.09819715190264913
answer_gen_neglogp_mean,,0.09442748249901665
answer_gen_neglogp_std,,0.10397409127818213
answer_gen_negp_max,,0.1264075677394867
answer_gen_negp_mean,,0.08209159555534522
answer_gen_negp_min,,0.0523985621465577
