feature_label,linear,mlp
vision_mean_layer_-1,,0.4741196733334982
vision_mean_layer_12,,0.4629207716301186
lm_visual_lasttok_layer_-1,,0.5110731002826605
lm_visual_lasttok_layer_16,,0.5101398262833032
lm_visual_mean_layer_-1,,0.5110731002826605
lm_visual_mean_layer_16,,0.5101398262833032
lm_prompt_lasttok_layer_16,,0.8047670111333614
lm_prompt_mean_layer_-1,,0.4262007919437646
lm_prompt_mean_layer_16,,0.48094604213536385
lm_answer_lasttok_layer_-1,,0.49747173910356246
lm_answer_lasttok_layer_16,,0.5292427140761617
lm_answer_mean_layer_-1,,0.5786251153716202
lm_answer_mean_layer_16,,0.5784148454432331
answer_gen_entropy_max,,0.7939021205715839
answer_gen_entropy_mean,,0.7609923659010936
answer_gen_entropy_std,,0.8070237109281646
answer_gen_neglogp_mean,,0.7559917272367673
answer_gen_neglogp_std,,0.776462077760472
answer_gen_negp_max,,0.7685414812479914
answer_gen_negp_mean,,0.7502328034479633
answer_gen_negp_min,,0.46205999118231195
